date,lat,lng,elevation,mean_temp,pano_id,season
2017-12,-0.1124408137737739,-50.34979393225837,2.0,27.09642857142857,CAoSF0NJSE0wb2dLRUlDQWdJREUySXFTX2dF,winter
2022-07,-0.1530791740684541,-66.99308040625498,75.0,25.560714285714287,,summer
2021-11,-0.1568004133828998,-50.39309388705258,0.0,27.267857142857142,CAoSF0NJSE0wb2dLRUlDQWdJREc3bzZ5MEFF,fall
2026-01,-0.1624733533596935,-60.68481535607561,76.0,26.09642857142857,h6RhY9PJm5sBqDzxz1W53Q,winter
2020-03,-0.1891666900188654,-78.1747222310702,4067.0,5.682142857142857,,spring
2020-11,-0.1943773878581176,-78.6834584304012,2096.0,15.196428571428571,CAoSFkNJSE0wb2dLRUlDQWdJRHkzWnFQTnc.,fall
2016-10,-0.1952849137991593,-74.78082100159708,192.0,25.725,CAoSF0NJSE0wb2dLRUlDQWdJRDRfNi0xMEFF,fall
2022-09,-0.216178322200466,-63.13300551593536,25.0,26.435714285714287,CAoSF0NJSE0wb2dLRUlDQWdJRGV1TEQxdEFF,fall
2019-07,-0.3426188225250367,-77.00738624225859,257.0,23.207142857142856,CAoSFkNJSE0wb2dLRUlDQWdJRGsyOVRJVXc.,summer
2020-03,-0.3567557242254909,-75.66773670449597,202.0,26.085714285714285,CAoSFkNJSE0wb2dLRUlDQWdJRHN4dFRiWHc.,spring
2019-01,-0.3946641817168876,-63.28139112980666,33.0,25.892857142857142,CAoSF0NJSE0wb2dLRUlDQWdJREV6cG45dlFF,winter
2016-06,-0.4129757872032224,-78.02769749409342,2417.0,12.460714285714284,,summer
2021-05,-0.419946721675761,-65.00840146103172,39.0,25.317857142857143,CAoSF0NJSE0wb2dLRUlDQWdJRHFoWl9pOEFF,spring
2020-01,-0.4898529868547777,-77.29323603197135,292.0,25.235714285714288,,winter
2021-01,-0.5066317067617823,-61.78773833309753,22.0,25.15,CAoSF0NJSE0wb2dLRUlDQWdJRHl6ZUhHNlFF,winter
2017-03,-0.5130414941473832,-50.62442670078332,0.0,25.02857142857143,CAoSFkNJSE0wb2dLRUlDQWdJREVsSWJTTGc.,spring
2015-05,-0.5315344197189735,-79.59054266248694,139.0,24.857142857142858,t197DB7qFvZXx49Y9flabw,spring
2021-06,-0.5567510969545055,-51.01835571524897,19.0,25.99285714285714,,summer
